,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,id
4264,Lugo,16-64 años,Españoles,Mujeres,2020,91.331,27
4265,Lugo,16-64 años,Españoles,Mujeres,2019,92.561,27
4266,Lugo,16-64 años,Extranjeros,Ambos sexos,2021,13.369,27
4267,Lugo,16-64 años,Extranjeros,Ambos sexos,2020,13.068,27
4268,Lugo,16-64 años,Extranjeros,Ambos sexos,2019,11.833,27
4269,Lugo,16-64 años,Extranjeros,Hombres,2021,6.740,27
4270,Lugo,16-64 años,Extranjeros,Hombres,2020,6.600,27
4271,Lugo,16-64 años,Extranjeros,Hombres,2019,6.073,27
4272,Lugo,16-64 años,Extranjeros,Mujeres,2021,6.629,27
4273,Lugo,16-64 años,Extranjeros,Mujeres,2020,6.468,27
4274,Lugo,16-64 años,Extranjeros,Mujeres,2019,5.760,27
4275,Lugo,16-64 años,Extranjeros,Ambos sexos,2021,"6,87",27
4276,Lugo,16-64 años,Extranjeros,Ambos sexos,2020,"6,65",27
4277,Lugo,16-64 años,Extranjeros,Ambos sexos,2019,"5,98",27
4278,Lugo,16-64 años,Extranjeros,Hombres,2021,"6,91",27
4279,Lugo,16-64 años,Extranjeros,Hombres,2020,"6,69",27
4280,Lugo,16-64 años,Extranjeros,Hombres,2019,"6,10",27
4281,Lugo,16-64 años,Extranjeros,Mujeres,2021,"6,83",27
4282,Lugo,16-64 años,Extranjeros,Mujeres,2020,"6,61",27
4283,Lugo,16-64 años,Extranjeros,Mujeres,2019,"5,86",27
4284,Lugo,65 y más,TOTAL,Ambos sexos,2021,96.499,27
4285,Lugo,65 y más,TOTAL,Ambos sexos,2020,96.219,27
4286,Lugo,65 y más,TOTAL,Ambos sexos,2019,96.004,27
4287,Lugo,65 y más,TOTAL,Hombres,2021,42.593,27
4288,Lugo,65 y más,TOTAL,Hombres,2020,42.255,27
4289,Lugo,65 y más,TOTAL,Hombres,2019,42.023,27
4290,Lugo,65 y más,TOTAL,Mujeres,2021,53.906,27
4291,Lugo,65 y más,TOTAL,Mujeres,2020,53.964,27
4292,Lugo,65 y más,TOTAL,Mujeres,2019,53.981,27
4293,Lugo,65 y más,Españoles,Ambos sexos,2021,95.730,27
4294,Lugo,65 y más,Españoles,Ambos sexos,2020,95.505,27
4295,Lugo,65 y más,Españoles,Ambos sexos,2019,95.394,27
4296,Lugo,65 y más,Españoles,Hombres,2021,42.259,27
4297,Lugo,65 y más,Españoles,Hombres,2020,41.937,27
4298,Lugo,65 y más,Españoles,Hombres,2019,41.749,27
4299,Lugo,65 y más,Españoles,Mujeres,2021,53.471,27
4300,Lugo,65 y más,Españoles,Mujeres,2020,53.568,27
4301,Lugo,65 y más,Españoles,Mujeres,2019,53.645,27
4302,Lugo,65 y más,Extranjeros,Ambos sexos,2021,769,27
4303,Lugo,65 y más,Extranjeros,Ambos sexos,2020,714,27
4304,Lugo,65 y más,Extranjeros,Ambos sexos,2019,610,27
4305,Lugo,65 y más,Extranjeros,Hombres,2021,334,27
4306,Lugo,65 y más,Extranjeros,Hombres,2020,318,27
4307,Lugo,65 y más,Extranjeros,Hombres,2019,274,27
4308,Lugo,65 y más,Extranjeros,Mujeres,2021,435,27
4309,Lugo,65 y más,Extranjeros,Mujeres,2020,396,27
4310,Lugo,65 y más,Extranjeros,Mujeres,2019,336,27
4311,Lugo,65 y más,Extranjeros,Ambos sexos,2021,"0,80",27
4312,Lugo,65 y más,Extranjeros,Ambos sexos,2020,"0,74",27
4313,Lugo,65 y más,Extranjeros,Ambos sexos,2019,"0,64",27
4314,Lugo,65 y más,Extranjeros,Hombres,2021,"0,78",27
4315,Lugo,65 y más,Extranjeros,Hombres,2020,"0,75",27
4316,Lugo,65 y más,Extranjeros,Hombres,2019,"0,65",27
4317,Lugo,65 y más,Extranjeros,Mujeres,2021,"0,81",27
4318,Lugo,65 y más,Extranjeros,Mujeres,2020,"0,73",27
4319,Lugo,65 y más,Extranjeros,Mujeres,2019,"0,62",27
4356,Madrid,0-15 años,TOTAL,Ambos sexos,2021,1.061.290,28
4357,Madrid,0-15 años,TOTAL,Ambos sexos,2020,1.084.265,28
4358,Madrid,0-15 años,TOTAL,Ambos sexos,2019,1.085.284,28
4359,Madrid,0-15 años,TOTAL,Hombres,2021,544.274,28
4360,Madrid,0-15 años,TOTAL,Hombres,2020,556.435,28
4361,Madrid,0-15 años,TOTAL,Hombres,2019,556.793,28
4362,Madrid,0-15 años,TOTAL,Mujeres,2021,517.016,28
4363,Madrid,0-15 años,TOTAL,Mujeres,2020,527.830,28
4364,Madrid,0-15 años,TOTAL,Mujeres,2019,528.491,28
4365,Madrid,0-15 años,Españoles,Ambos sexos,2021,924.784,28
4366,Madrid,0-15 años,Españoles,Ambos sexos,2020,946.935,28
4367,Madrid,0-15 años,Españoles,Ambos sexos,2019,956.566,28
4368,Madrid,0-15 años,Españoles,Hombres,2021,474.314,28
4369,Madrid,0-15 años,Españoles,Hombres,2020,486.075,28
4370,Madrid,0-15 años,Españoles,Hombres,2019,490.790,28
4371,Madrid,0-15 años,Españoles,Mujeres,2021,450.470,28
4372,Madrid,0-15 años,Españoles,Mujeres,2020,460.860,28
4373,Madrid,0-15 años,Españoles,Mujeres,2019,465.776,28
4374,Madrid,0-15 años,Extranjeros,Ambos sexos,2021,136.506,28
4375,Madrid,0-15 años,Extranjeros,Ambos sexos,2020,137.330,28
4376,Madrid,0-15 años,Extranjeros,Ambos sexos,2019,128.718,28
4377,Madrid,0-15 años,Extranjeros,Hombres,2021,69.960,28
4378,Madrid,0-15 años,Extranjeros,Hombres,2020,70.360,28
4379,Madrid,0-15 años,Extranjeros,Hombres,2019,66.003,28
4380,Madrid,0-15 años,Extranjeros,Mujeres,2021,66.546,28
4381,Madrid,0-15 años,Extranjeros,Mujeres,2020,66.970,28
4382,Madrid,0-15 años,Extranjeros,Mujeres,2019,62.715,28
4383,Madrid,0-15 años,Extranjeros,Ambos sexos,2021,"12,86",28
4384,Madrid,0-15 años,Extranjeros,Ambos sexos,2020,"12,67",28
4385,Madrid,0-15 años,Extranjeros,Ambos sexos,2019,"11,86",28
4386,Madrid,0-15 años,Extranjeros,Hombres,2021,"12,85",28
4387,Madrid,0-15 años,Extranjeros,Hombres,2020,"12,64",28
4388,Madrid,0-15 años,Extranjeros,Hombres,2019,"11,85",28
4389,Madrid,0-15 años,Extranjeros,Mujeres,2021,"12,87",28
4390,Madrid,0-15 años,Extranjeros,Mujeres,2020,"12,69",28
4391,Madrid,0-15 años,Extranjeros,Mujeres,2019,"11,87",28
4392,Madrid,16-64 años,TOTAL,Ambos sexos,2021,4.476.865,28
4393,Madrid,16-64 años,TOTAL,Ambos sexos,2020,4.486.885,28
4394,Madrid,16-64 años,TOTAL,Ambos sexos,2019,4.397.071,28
4395,Madrid,16-64 años,TOTAL,Hombres,2021,2.182.460,28
4396,Madrid,16-64 años,TOTAL,Hombres,2020,2.184.908,28
4397,Madrid,16-64 años,TOTAL,Hombres,2019,2.139.949,28
4398,Madrid,16-64 años,TOTAL,Mujeres,2021,2.294.405,28
4399,Madrid,16-64 años,TOTAL,Mujeres,2020,2.301.977,28
4400,Madrid,16-64 años,TOTAL,Mujeres,2019,2.257.122,28
4401,Madrid,16-64 años,Españoles,Ambos sexos,2021,3.699.005,28
4402,Madrid,16-64 años,Españoles,Ambos sexos,2020,3.707.403,28
4403,Madrid,16-64 años,Españoles,Ambos sexos,2019,3.677.851,28
4404,Madrid,16-64 años,Españoles,Hombres,2021,1.816.835,28
4405,Madrid,16-64 años,Españoles,Hombres,2020,1.819.532,28
4406,Madrid,16-64 años,Españoles,Hombres,2019,1.802.900,28
4407,Madrid,16-64 años,Españoles,Mujeres,2021,1.882.170,28
4408,Madrid,16-64 años,Españoles,Mujeres,2020,1.887.871,28
4409,Madrid,16-64 años,Españoles,Mujeres,2019,1.874.951,28
4410,Madrid,16-64 años,Extranjeros,Ambos sexos,2021,777.860,28
4411,Madrid,16-64 años,Extranjeros,Ambos sexos,2020,779.482,28
4412,Madrid,16-64 años,Extranjeros,Ambos sexos,2019,719.220,28
4413,Madrid,16-64 años,Extranjeros,Hombres,2021,365.625,28
4414,Madrid,16-64 años,Extranjeros,Hombres,2020,365.376,28
4415,Madrid,16-64 años,Extranjeros,Hombres,2019,337.049,28
4416,Madrid,16-64 años,Extranjeros,Mujeres,2021,412.235,28
4417,Madrid,16-64 años,Extranjeros,Mujeres,2020,414.106,28
4418,Madrid,16-64 años,Extranjeros,Mujeres,2019,382.171,28
4419,Madrid,16-64 años,Extranjeros,Ambos sexos,2021,"17,38",28
4420,Madrid,16-64 años,Extranjeros,Ambos sexos,2020,"17,37",28
4421,Madrid,16-64 años,Extranjeros,Ambos sexos,2019,"16,36",28
4422,Madrid,16-64 años,Extranjeros,Hombres,2021,"16,75",28
4423,Madrid,16-64 años,Extranjeros,Hombres,2020,"16,72",28
4424,Madrid,16-64 años,Extranjeros,Hombres,2019,"15,75",28
4425,Madrid,16-64 años,Extranjeros,Mujeres,2021,"17,97",28
4426,Madrid,16-64 años,Extranjeros,Mujeres,2020,"17,99",28
4427,Madrid,16-64 años,Extranjeros,Mujeres,2019,"16,93",28
4428,Madrid,65 y más,TOTAL,Ambos sexos,2021,1.213.096,28
4429,Madrid,65 y más,TOTAL,Ambos sexos,2020,1.208.738,28
4430,Madrid,65 y más,TOTAL,Ambos sexos,2019,1.181.039,28
4431,Madrid,65 y más,TOTAL,Hombres,2021,502.966,28
4432,Madrid,65 y más,TOTAL,Hombres,2020,502.450,28
4433,Madrid,65 y más,TOTAL,Hombres,2019,490.570,28
4434,Madrid,65 y más,TOTAL,Mujeres,2021,710.130,28
4435,Madrid,65 y más,TOTAL,Mujeres,2020,706.288,28
4436,Madrid,65 y más,TOTAL,Mujeres,2019,690.469,28
4437,Madrid,65 y más,Españoles,Ambos sexos,2021,1.172.340,28
4438,Madrid,65 y más,Españoles,Ambos sexos,2020,1.169.836,28
4439,Madrid,65 y más,Españoles,Ambos sexos,2019,1.147.158,28
4440,Madrid,65 y más,Españoles,Hombres,2021,487.169,28
4441,Madrid,65 y más,Españoles,Hombres,2020,487.396,28
4442,Madrid,65 y más,Españoles,Hombres,2019,477.538,28
4443,Madrid,65 y más,Españoles,Mujeres,2021,685.171,28
4444,Madrid,65 y más,Españoles,Mujeres,2020,682.440,28
4445,Madrid,65 y más,Españoles,Mujeres,2019,669.620,28
4446,Madrid,65 y más,Extranjeros,Ambos sexos,2021,40.756,28
4447,Madrid,65 y más,Extranjeros,Ambos sexos,2020,38.902,28
4448,Madrid,65 y más,Extranjeros,Ambos sexos,2019,33.881,28
4449,Madrid,65 y más,Extranjeros,Hombres,2021,15.797,28
4450,Madrid,65 y más,Extranjeros,Hombres,2020,15.054,28
4451,Madrid,65 y más,Extranjeros,Hombres,2019,13.032,28
4452,Madrid,65 y más,Extranjeros,Mujeres,2021,24.959,28
4453,Madrid,65 y más,Extranjeros,Mujeres,2020,23.848,28
4454,Madrid,65 y más,Extranjeros,Mujeres,2019,20.849,28
4455,Madrid,65 y más,Extranjeros,Ambos sexos,2021,"3,36",28
4456,Madrid,65 y más,Extranjeros,Ambos sexos,2020,"3,22",28
4457,Madrid,65 y más,Extranjeros,Ambos sexos,2019,"2,87",28
4458,Madrid,65 y más,Extranjeros,Hombres,2021,"3,14",28
4459,Madrid,65 y más,Extranjeros,Hombres,2020,"3,00",28
4460,Madrid,65 y más,Extranjeros,Hombres,2019,"2,66",28
4461,Madrid,65 y más,Extranjeros,Mujeres,2021,"3,51",28
4462,Madrid,65 y más,Extranjeros,Mujeres,2020,"3,38",28
4463,Madrid,65 y más,Extranjeros,Mujeres,2019,"3,02",28
4500,Málaga,0-15 años,TOTAL,Ambos sexos,2021,273.635,29
4501,Málaga,0-15 años,TOTAL,Ambos sexos,2020,278.234,29
4502,Málaga,0-15 años,TOTAL,Ambos sexos,2019,278.981,29
4503,Málaga,0-15 años,TOTAL,Hombres,2021,140.506,29
4504,Málaga,0-15 años,TOTAL,Hombres,2020,142.970,29
4505,Málaga,0-15 años,TOTAL,Hombres,2019,143.186,29
4506,Málaga,0-15 años,TOTAL,Mujeres,2021,133.129,29
4507,Málaga,0-15 años,TOTAL,Mujeres,2020,135.264,29
4508,Málaga,0-15 años,TOTAL,Mujeres,2019,135.795,29
4509,Málaga,0-15 años,Españoles,Ambos sexos,2021,239.723,29
4510,Málaga,0-15 años,Españoles,Ambos sexos,2020,243.610,29
4511,Málaga,0-15 años,Españoles,Ambos sexos,2019,246.610,29
4512,Málaga,0-15 años,Españoles,Hombres,2021,123.113,29
4513,Málaga,0-15 años,Españoles,Hombres,2020,125.153,29
4514,Málaga,0-15 años,Españoles,Hombres,2019,126.511,29
4515,Málaga,0-15 años,Españoles,Mujeres,2021,116.610,29
4516,Málaga,0-15 años,Españoles,Mujeres,2020,118.457,29
4517,Málaga,0-15 años,Españoles,Mujeres,2019,120.099,29
4518,Málaga,0-15 años,Extranjeros,Ambos sexos,2021,33.912,29
4519,Málaga,0-15 años,Extranjeros,Ambos sexos,2020,34.624,29
4520,Málaga,0-15 años,Extranjeros,Ambos sexos,2019,32.371,29
4521,Málaga,0-15 años,Extranjeros,Hombres,2021,17.393,29
4522,Málaga,0-15 años,Extranjeros,Hombres,2020,17.817,29
4523,Málaga,0-15 años,Extranjeros,Hombres,2019,16.675,29
4524,Málaga,0-15 años,Extranjeros,Mujeres,2021,16.519,29
4525,Málaga,0-15 años,Extranjeros,Mujeres,2020,16.807,29
4526,Málaga,0-15 años,Extranjeros,Mujeres,2019,15.696,29
4527,Málaga,0-15 años,Extranjeros,Ambos sexos,2021,"12,39",29
4528,Málaga,0-15 años,Extranjeros,Ambos sexos,2020,"12,44",29
4529,Málaga,0-15 años,Extranjeros,Ambos sexos,2019,"11,60",29
4530,Málaga,0-15 años,Extranjeros,Hombres,2021,"12,38",29
4531,Málaga,0-15 años,Extranjeros,Hombres,2020,"12,46",29
4532,Málaga,0-15 años,Extranjeros,Hombres,2019,"11,65",29
4533,Málaga,0-15 años,Extranjeros,Mujeres,2021,"12,41",29
4534,Málaga,0-15 años,Extranjeros,Mujeres,2020,"12,43",29
4535,Málaga,0-15 años,Extranjeros,Mujeres,2019,"11,56",29
4536,Málaga,16-64 años,TOTAL,Ambos sexos,2021,1.119.835,29
4537,Málaga,16-64 años,TOTAL,Ambos sexos,2020,1.112.698,29
4538,Málaga,16-64 años,TOTAL,Ambos sexos,2019,1.096.253,29
4539,Málaga,16-64 años,TOTAL,Hombres,2021,554.231,29
4540,Málaga,16-64 años,TOTAL,Hombres,2020,550.671,29
4541,Málaga,16-64 años,TOTAL,Hombres,2019,543.127,29
4542,Málaga,16-64 años,TOTAL,Mujeres,2021,565.604,29
4543,Málaga,16-64 años,TOTAL,Mujeres,2020,562.027,29
4544,Málaga,16-64 años,TOTAL,Mujeres,2019,553.126,29
4545,Málaga,16-64 años,Españoles,Ambos sexos,2021,930.235,29
4546,Málaga,16-64 años,Españoles,Ambos sexos,2020,925.363,29
4547,Málaga,16-64 años,Españoles,Ambos sexos,2019,921.332,29
4548,Málaga,16-64 años,Españoles,Hombres,2021,463.676,29
4549,Málaga,16-64 años,Españoles,Hombres,2020,461.337,29
4550,Málaga,16-64 años,Españoles,Hombres,2019,459.456,29
4551,Málaga,16-64 años,Españoles,Mujeres,2021,466.559,29
4552,Málaga,16-64 años,Españoles,Mujeres,2020,464.026,29
4553,Málaga,16-64 años,Españoles,Mujeres,2019,461.876,29
4554,Málaga,16-64 años,Extranjeros,Ambos sexos,2021,189.600,29
4555,Málaga,16-64 años,Extranjeros,Ambos sexos,2020,187.335,29
4556,Málaga,16-64 años,Extranjeros,Ambos sexos,2019,174.921,29
4557,Málaga,16-64 años,Extranjeros,Hombres,2021,90.555,29
4558,Málaga,16-64 años,Extranjeros,Hombres,2020,89.334,29
4559,Málaga,16-64 años,Extranjeros,Hombres,2019,83.671,29
4560,Málaga,16-64 años,Extranjeros,Mujeres,2021,99.045,29
4561,Málaga,16-64 años,Extranjeros,Mujeres,2020,98.001,29
4562,Málaga,16-64 años,Extranjeros,Mujeres,2019,91.250,29
4563,Málaga,16-64 años,Extranjeros,Ambos sexos,2021,"16,93",29
4564,Málaga,16-64 años,Extranjeros,Ambos sexos,2020,"16,84",29
4565,Málaga,16-64 años,Extranjeros,Ambos sexos,2019,"15,96",29
4566,Málaga,16-64 años,Extranjeros,Hombres,2021,"16,34",29
4567,Málaga,16-64 años,Extranjeros,Hombres,2020,"16,22",29
4568,Málaga,16-64 años,Extranjeros,Hombres,2019,"15,41",29
4569,Málaga,16-64 años,Extranjeros,Mujeres,2021,"17,51",29
4570,Málaga,16-64 años,Extranjeros,Mujeres,2020,"17,44",29
4571,Málaga,16-64 años,Extranjeros,Mujeres,2019,"16,50",29
4572,Málaga,65 y más,TOTAL,Ambos sexos,2021,302.181,29
4573,Málaga,65 y más,TOTAL,Ambos sexos,2020,294.988,29
4574,Málaga,65 y más,TOTAL,Ambos sexos,2019,286.551,29
4575,Málaga,65 y más,TOTAL,Hombres,2021,135.239,29
4576,Málaga,65 y más,TOTAL,Hombres,2020,131.809,29
4577,Málaga,65 y más,TOTAL,Hombres,2019,128.036,29
4578,Málaga,65 y más,TOTAL,Mujeres,2021,166.942,29
4579,Málaga,65 y más,TOTAL,Mujeres,2020,163.179,29
4580,Málaga,65 y más,TOTAL,Mujeres,2019,158.515,29
4581,Málaga,65 y más,Españoles,Ambos sexos,2021,252.692,29
4582,Málaga,65 y más,Españoles,Ambos sexos,2020,246.741,29
4583,Málaga,65 y más,Españoles,Ambos sexos,2019,240.690,29
4584,Málaga,65 y más,Españoles,Hombres,2021,110.561,29
4585,Málaga,65 y más,Españoles,Hombres,2020,107.671,29
4586,Málaga,65 y más,Españoles,Hombres,2019,104.967,29
4587,Málaga,65 y más,Españoles,Mujeres,2021,142.131,29
4588,Málaga,65 y más,Españoles,Mujeres,2020,139.070,29
4589,Málaga,65 y más,Españoles,Mujeres,2019,135.723,29
4590,Málaga,65 y más,Extranjeros,Ambos sexos,2021,49.489,29
4591,Málaga,65 y más,Extranjeros,Ambos sexos,2020,48.247,29
4592,Málaga,65 y más,Extranjeros,Ambos sexos,2019,45.861,29
4593,Málaga,65 y más,Extranjeros,Hombres,2021,24.678,29
4594,Málaga,65 y más,Extranjeros,Hombres,2020,24.138,29
4595,Málaga,65 y más,Extranjeros,Hombres,2019,23.069,29
4596,Málaga,65 y más,Extranjeros,Mujeres,2021,24.811,29
4597,Málaga,65 y más,Extranjeros,Mujeres,2020,24.109,29
4598,Málaga,65 y más,Extranjeros,Mujeres,2019,22.792,29
4599,Málaga,65 y más,Extranjeros,Ambos sexos,2021,"16,38",29
4600,Málaga,65 y más,Extranjeros,Ambos sexos,2020,"16,36",29
4601,Málaga,65 y más,Extranjeros,Ambos sexos,2019,"16,00",29
4602,Málaga,65 y más,Extranjeros,Hombres,2021,"18,25",29
4603,Málaga,65 y más,Extranjeros,Hombres,2020,"18,31",29
4604,Málaga,65 y más,Extranjeros,Hombres,2019,"18,02",29
4605,Málaga,65 y más,Extranjeros,Mujeres,2021,"14,86",29
4606,Málaga,65 y más,Extranjeros,Mujeres,2020,"14,77",29
4607,Málaga,65 y más,Extranjeros,Mujeres,2019,"14,38",29
4644,Murcia,0-15 años,TOTAL,Ambos sexos,2021,270.636,30
4645,Murcia,0-15 años,TOTAL,Ambos sexos,2020,273.772,30
4646,Murcia,0-15 años,TOTAL,Ambos sexos,2019,274.752,30
4647,Murcia,0-15 años,TOTAL,Hombres,2021,139.378,30
4648,Murcia,0-15 años,TOTAL,Hombres,2020,140.879,30
4649,Murcia,0-15 años,TOTAL,Hombres,2019,141.546,30
4650,Murcia,0-15 años,TOTAL,Mujeres,2021,131.258,30
4651,Murcia,0-15 años,TOTAL,Mujeres,2020,132.893,30
4652,Murcia,0-15 años,TOTAL,Mujeres,2019,133.206,30
4653,Murcia,0-15 años,Españoles,Ambos sexos,2021,231.068,30
4654,Murcia,0-15 años,Españoles,Ambos sexos,2020,232.800,30
4655,Murcia,0-15 años,Españoles,Ambos sexos,2019,234.655,30
4656,Murcia,0-15 años,Españoles,Hombres,2021,118.916,30
4657,Murcia,0-15 años,Españoles,Hombres,2020,119.696,30
4658,Murcia,0-15 años,Españoles,Hombres,2019,120.792,30
4659,Murcia,0-15 años,Españoles,Mujeres,2021,112.152,30
4660,Murcia,0-15 años,Españoles,Mujeres,2020,113.104,30
4661,Murcia,0-15 años,Españoles,Mujeres,2019,113.863,30
4662,Murcia,0-15 años,Extranjeros,Ambos sexos,2021,39.568,30
4663,Murcia,0-15 años,Extranjeros,Ambos sexos,2020,40.972,30
4664,Murcia,0-15 años,Extranjeros,Ambos sexos,2019,40.097,30
4665,Murcia,0-15 años,Extranjeros,Hombres,2021,20.462,30
4666,Murcia,0-15 años,Extranjeros,Hombres,2020,21.183,30
4667,Murcia,0-15 años,Extranjeros,Hombres,2019,20.754,30
4668,Murcia,0-15 años,Extranjeros,Mujeres,2021,19.106,30
4669,Murcia,0-15 años,Extranjeros,Mujeres,2020,19.789,30
4670,Murcia,0-15 años,Extranjeros,Mujeres,2019,19.343,30
4671,Murcia,0-15 años,Extranjeros,Ambos sexos,2021,"14,62",30
4672,Murcia,0-15 años,Extranjeros,Ambos sexos,2020,"14,97",30
4673,Murcia,0-15 años,Extranjeros,Ambos sexos,2019,"14,59",30
4674,Murcia,0-15 años,Extranjeros,Hombres,2021,"14,68",30
4675,Murcia,0-15 años,Extranjeros,Hombres,2020,"15,04",30
4676,Murcia,0-15 años,Extranjeros,Hombres,2019,"14,66",30
4677,Murcia,0-15 años,Extranjeros,Mujeres,2021,"14,56",30
4678,Murcia,0-15 años,Extranjeros,Mujeres,2020,"14,89",30
4679,Murcia,0-15 años,Extranjeros,Mujeres,2019,"14,52",30
4680,Murcia,16-64 años,TOTAL,Ambos sexos,2021,1.005.539,30
4681,Murcia,16-64 años,TOTAL,Ambos sexos,2020,999.512,30
4682,Murcia,16-64 años,TOTAL,Ambos sexos,2019,985.743,30
4683,Murcia,16-64 años,TOTAL,Hombres,2021,514.187,30
4684,Murcia,16-64 años,TOTAL,Hombres,2020,511.134,30
4685,Murcia,16-64 años,TOTAL,Hombres,2019,503.680,30
4686,Murcia,16-64 años,TOTAL,Mujeres,2021,491.352,30
4687,Murcia,16-64 años,TOTAL,Mujeres,2020,488.378,30
4688,Murcia,16-64 años,TOTAL,Mujeres,2019,482.063,30
4689,Murcia,16-64 años,Españoles,Ambos sexos,2021,838.553,30
4690,Murcia,16-64 años,Españoles,Ambos sexos,2020,833.205,30
4691,Murcia,16-64 años,Españoles,Ambos sexos,2019,828.347,30
4692,Murcia,16-64 años,Españoles,Hombres,2021,422.552,30
4693,Murcia,16-64 años,Españoles,Hombres,2020,419.811,30
4694,Murcia,16-64 años,Españoles,Hombres,2019,417.277,30
4695,Murcia,16-64 años,Españoles,Mujeres,2021,416.001,30
4696,Murcia,16-64 años,Españoles,Mujeres,2020,413.394,30
4697,Murcia,16-64 años,Españoles,Mujeres,2019,411.070,30
4698,Murcia,16-64 años,Extranjeros,Ambos sexos,2021,166.986,30
4699,Murcia,16-64 años,Extranjeros,Ambos sexos,2020,166.307,30
4700,Murcia,16-64 años,Extranjeros,Ambos sexos,2019,157.396,30
4701,Murcia,16-64 años,Extranjeros,Hombres,2021,91.635,30
4702,Murcia,16-64 años,Extranjeros,Hombres,2020,91.323,30
4703,Murcia,16-64 años,Extranjeros,Hombres,2019,86.403,30
4704,Murcia,16-64 años,Extranjeros,Mujeres,2021,75.351,30
4705,Murcia,16-64 años,Extranjeros,Mujeres,2020,74.984,30
4706,Murcia,16-64 años,Extranjeros,Mujeres,2019,70.993,30
4707,Murcia,16-64 años,Extranjeros,Ambos sexos,2021,"16,61",30
4708,Murcia,16-64 años,Extranjeros,Ambos sexos,2020,"16,64",30
4709,Murcia,16-64 años,Extranjeros,Ambos sexos,2019,"15,97",30
4710,Murcia,16-64 años,Extranjeros,Hombres,2021,"17,82",30
4711,Murcia,16-64 años,Extranjeros,Hombres,2020,"17,87",30
4712,Murcia,16-64 años,Extranjeros,Hombres,2019,"17,15",30
4713,Murcia,16-64 años,Extranjeros,Mujeres,2021,"15,34",30
4714,Murcia,16-64 años,Extranjeros,Mujeres,2020,"15,35",30
4715,Murcia,16-64 años,Extranjeros,Mujeres,2019,"14,73",30
4716,Murcia,65 y más,TOTAL,Ambos sexos,2021,242.311,30
4717,Murcia,65 y más,TOTAL,Ambos sexos,2020,237.967,30
4718,Murcia,65 y más,TOTAL,Ambos sexos,2019,233.403,30
4719,Murcia,65 y más,TOTAL,Hombres,2021,106.797,30
4720,Murcia,65 y más,TOTAL,Hombres,2020,104.686,30
4721,Murcia,65 y más,TOTAL,Hombres,2019,102.389,30
4722,Murcia,65 y más,TOTAL,Mujeres,2021,135.514,30
4723,Murcia,65 y más,TOTAL,Mujeres,2020,133.281,30
4724,Murcia,65 y más,TOTAL,Mujeres,2019,131.014,30
4725,Murcia,65 y más,Españoles,Ambos sexos,2021,226.541,30
4726,Murcia,65 y más,Españoles,Ambos sexos,2020,223.029,30
4727,Murcia,65 y más,Españoles,Ambos sexos,2019,219.657,30
4728,Murcia,65 y más,Españoles,Hombres,2021,98.785,30
4729,Murcia,65 y más,Españoles,Hombres,2020,97.138,30
4730,Murcia,65 y más,Españoles,Hombres,2019,95.419,30
4731,Murcia,65 y más,Españoles,Mujeres,2021,127.756,30
4732,Murcia,65 y más,Españoles,Mujeres,2020,125.891,30
4733,Murcia,65 y más,Españoles,Mujeres,2019,124.238,30
4734,Murcia,65 y más,Extranjeros,Ambos sexos,2021,15.770,30
4735,Murcia,65 y más,Extranjeros,Ambos sexos,2020,14.938,30
4736,Murcia,65 y más,Extranjeros,Ambos sexos,2019,13.746,30
4737,Murcia,65 y más,Extranjeros,Hombres,2021,8.012,30
4738,Murcia,65 y más,Extranjeros,Hombres,2020,7.548,30
4739,Murcia,65 y más,Extranjeros,Hombres,2019,6.970,30
4740,Murcia,65 y más,Extranjeros,Mujeres,2021,7.758,30
4741,Murcia,65 y más,Extranjeros,Mujeres,2020,7.390,30
4742,Murcia,65 y más,Extranjeros,Mujeres,2019,6.776,30
4743,Murcia,65 y más,Extranjeros,Ambos sexos,2021,"6,51",30
4744,Murcia,65 y más,Extranjeros,Ambos sexos,2020,"6,28",30
4745,Murcia,65 y más,Extranjeros,Ambos sexos,2019,"5,89",30
4746,Murcia,65 y más,Extranjeros,Hombres,2021,"7,50",30
4747,Murcia,65 y más,Extranjeros,Hombres,2020,"7,21",30
4748,Murcia,65 y más,Extranjeros,Hombres,2019,"6,81",30
4749,Murcia,65 y más,Extranjeros,Mujeres,2021,"5,72",30
4750,Murcia,65 y más,Extranjeros,Mujeres,2020,"5,54",30
4751,Murcia,65 y más,Extranjeros,Mujeres,2019,"5,17",30
4788,Navarra,0-15 años,TOTAL,Ambos sexos,2021,106.792,31
4789,Navarra,0-15 años,TOTAL,Ambos sexos,2020,108.262,31
4790,Navarra,0-15 años,TOTAL,Ambos sexos,2019,108.266,31
4791,Navarra,0-15 años,TOTAL,Hombres,2021,54.682,31
4792,Navarra,0-15 años,TOTAL,Hombres,2020,55.530,31
4793,Navarra,0-15 años,TOTAL,Hombres,2019,55.458,31
4794,Navarra,0-15 años,TOTAL,Mujeres,2021,52.110,31
4795,Navarra,0-15 años,TOTAL,Mujeres,2020,52.732,31
4796,Navarra,0-15 años,TOTAL,Mujeres,2019,52.808,31
4797,Navarra,0-15 años,Españoles,Ambos sexos,2021,93.857,31
4798,Navarra,0-15 años,Españoles,Ambos sexos,2020,95.557,31
