,Provincias,Ramas de actividad,periodo,Total,id
239,"Balears, Illes","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.791.348,07
240,"Balears, Illes",C. - De las cuales: Industria manufacturera,2021,775.341,07
241,"Balears, Illes",C. - De las cuales: Industria manufacturera,2020,739.139,07
242,"Balears, Illes",C. - De las cuales: Industria manufacturera,2019,843.963,07
243,"Balears, Illes",F. Construcción,2021,2.146.768,07
244,"Balears, Illes",F. Construcción,2020,2.151.854,07
245,"Balears, Illes",F. Construcción,2019,2.447.974,07
246,"Balears, Illes","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,8.876.564,07
247,"Balears, Illes","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6.310.676,07
248,"Balears, Illes","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,11.653.261,07
249,"Balears, Illes","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8.116.266,07
250,"Balears, Illes","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,7.758.796,07
251,"Balears, Illes","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8.527.791,07
252,"Balears, Illes","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6.070.699,07
253,"Balears, Illes","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5.860.780,07
254,"Balears, Illes","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6.175.425,07
255,"Balears, Illes",Valor añadido bruto total,2021,27.170.811,07
256,"Balears, Illes",Valor añadido bruto total,2020,23.905.508,07
257,"Balears, Illes",Valor añadido bruto total,2019,30.777.649,07
258,"Balears, Illes",Impuestos netos sobre los productos,2021,2.860.857,07
259,"Balears, Illes",Impuestos netos sobre los productos,2020,2.292.582,07
260,"Balears, Illes",Impuestos netos sobre los productos,2019,3.157.653,07
261,"Balears, Illes",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30.031.668,07
262,"Balears, Illes",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,26.198.090,07
263,"Balears, Illes",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,33.935.302,07
264,Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,173.721.885,08
265,Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,160.180.344,08
266,Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,179.195.294,08
267,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",2021,723.577,08
268,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",2020,823.535,08
269,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",2019,895.896,08
270,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,32.134.195,08
271,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,29.055.554,08
272,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,31.248.511,08
273,Barcelona,C. - De las cuales: Industria manufacturera,2021,27.764.672,08
274,Barcelona,C. - De las cuales: Industria manufacturera,2020,25.263.528,08
275,Barcelona,C. - De las cuales: Industria manufacturera,2019,27.412.031,08
276,Barcelona,F. Construcción,2021,7.393.843,08
277,Barcelona,F. Construcción,2020,7.182.337,08
278,Barcelona,F. Construcción,2019,8.229.130,08
279,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,42.489.644,08
280,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,36.678.272,08
281,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,46.043.711,08
282,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,42.975.113,08
283,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,41.181.032,08
284,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,43.372.364,08
285,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,31.456.531,08
286,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,31.242.312,08
287,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,32.731.702,08
288,Barcelona,Valor añadido bruto total,2021,157.172.903,08
289,Barcelona,Valor añadido bruto total,2020,146.163.042,08
290,Barcelona,Valor añadido bruto total,2019,162.521.314,08
291,Barcelona,Impuestos netos sobre los productos,2021,16.548.982,08
292,Barcelona,Impuestos netos sobre los productos,2020,14.017.302,08
293,Barcelona,Impuestos netos sobre los productos,2019,16.673.980,08
294,Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,173.721.885,08
295,Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,160.180.344,08
296,Barcelona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,179.195.294,08
297,Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,35.446.900,48
298,Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,32.929.019,48
299,Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,36.767.806,48
300,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",2021,70.267,48
301,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",2020,73.997,48
302,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",2019,80.500,48
303,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,6.216.317,48
304,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5.610.559,48
305,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,6.422.101,48
306,Bizkaia,C. - De las cuales: Industria manufacturera,2021,4.877.367,48
307,Bizkaia,C. - De las cuales: Industria manufacturera,2020,4.163.901,48
308,Bizkaia,C. - De las cuales: Industria manufacturera,2019,4.878.649,48
309,Bizkaia,F. Construcción,2021,2.531.960,48
310,Bizkaia,F. Construcción,2020,2.501.960,48
311,Bizkaia,F. Construcción,2019,2.775.398,48
312,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7.637.754,48
313,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6.701.292,48
314,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,8.332.364,48
315,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8.394.418,48
316,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8.114.266,48
317,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8.238.406,48
318,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,7.219.464,48
319,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,7.045.343,48
320,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,7.497.822,48
321,Bizkaia,Valor añadido bruto total,2021,32.070.180,48
322,Bizkaia,Valor añadido bruto total,2020,30.047.417,48
323,Bizkaia,Valor añadido bruto total,2019,33.346.591,48
324,Bizkaia,Impuestos netos sobre los productos,2021,3.376.720,48
325,Bizkaia,Impuestos netos sobre los productos,2020,2.881.602,48
326,Bizkaia,Impuestos netos sobre los productos,2019,3.421.215,48
327,Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,35.446.900,48
328,Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,32.929.019,48
329,Bizkaia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,36.767.806,48
330,Burgos,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10.276.704,09
331,Burgos,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,9.571.028,09
332,Burgos,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,10.596.493,09
333,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",2021,537.609,09
334,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",2020,478.764,09
335,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",2019,423.763,09
336,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2.948.934,09
337,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2.703.579,09
338,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,3.069.858,09
339,Burgos,C. - De las cuales: Industria manufacturera,2021,2.524.749,09
340,Burgos,C. - De las cuales: Industria manufacturera,2020,2.158.189,09
341,Burgos,C. - De las cuales: Industria manufacturera,2019,2.294.659,09
342,Burgos,F. Construcción,2021,527.010,09
343,Burgos,F. Construcción,2020,560.582,09
344,Burgos,F. Construcción,2019,642.790,09
345,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1.630.774,09
346,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.390.971,09
347,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1.733.220,09
