,Provincias,Ramas de actividad,periodo,Total,id
413,Cádiz,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,4.931.412,11
414,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4.743.273,11
415,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4.504.009,11
416,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,4.618.525,11
417,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6.237.843,11
418,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6.029.118,11
419,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6.208.929,11
420,Cádiz,Valor añadido bruto total,2021,20.479.431,11
421,Cádiz,Valor añadido bruto total,2020,18.481.324,11
422,Cádiz,Valor añadido bruto total,2019,20.999.441,11
423,Cádiz,Impuestos netos sobre los productos,2021,2.156.311,11
424,Cádiz,Impuestos netos sobre los productos,2020,1.772.393,11
425,Cádiz,Impuestos netos sobre los productos,2019,2.154.451,11
426,Cádiz,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,22.635.742,11
427,Cádiz,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,20.253.717,11
428,Cádiz,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,23.153.892,11
429,Cantabria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14.022.067,39
430,Cantabria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12.852.323,39
431,Cantabria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14.180.759,39
432,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",2021,185.011,39
433,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",2020,155.059,39
434,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",2019,153.770,39
435,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2.834.352,39
436,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2.479.943,39
437,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2.671.327,39
438,Cantabria,C. - De las cuales: Industria manufacturera,2021,2.264.179,39
439,Cantabria,C. - De las cuales: Industria manufacturera,2020,2.001.452,39
440,Cantabria,C. - De las cuales: Industria manufacturera,2019,2.188.319,39
441,Cantabria,F. Construcción,2021,824.530,39
442,Cantabria,F. Construcción,2020,810.175,39
443,Cantabria,F. Construcción,2019,929.138,39
444,Cantabria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.693.982,39
445,Cantabria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2.319.072,39
446,Cantabria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2.921.214,39
447,Cantabria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,3.078.541,39
448,Cantabria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.940.643,39
449,Cantabria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.967.918,39
450,Cantabria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.069.890,39
451,Cantabria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3.022.731,39
452,Cantabria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.217.884,39
453,Cantabria,Valor añadido bruto total,2021,12.686.306,39
454,Cantabria,Valor añadido bruto total,2020,11.727.623,39
455,Cantabria,Valor añadido bruto total,2019,12.861.251,39
456,Cantabria,Impuestos netos sobre los productos,2021,1.335.761,39
457,Cantabria,Impuestos netos sobre los productos,2020,1.124.700,39
458,Cantabria,Impuestos netos sobre los productos,2019,1.319.508,39
459,Cantabria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14.022.067,39
460,Cantabria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12.852.323,39
461,Cantabria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14.180.759,39
462,Castellón/Castelló,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,16.147.043,12
463,Castellón/Castelló,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,14.226.621,12
464,Castellón/Castelló,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,16.082.541,12
465,Castellón/Castelló,"A. Agricultura, ganadería, silvicultura y pesca",2021,429.078,12
466,Castellón/Castelló,"A. Agricultura, ganadería, silvicultura y pesca",2020,394.736,12
467,Castellón/Castelló,"A. Agricultura, ganadería, silvicultura y pesca",2019,366.391,12
468,Castellón/Castelló,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.233.733,12
469,Castellón/Castelló,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4.312.375,12
470,Castellón/Castelló,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,4.928.270,12
471,Castellón/Castelló,C. - De las cuales: Industria manufacturera,2021,4.811.949,12
472,Castellón/Castelló,C. - De las cuales: Industria manufacturera,2020,3.975.218,12
473,Castellón/Castelló,C. - De las cuales: Industria manufacturera,2019,4.574.401,12
474,Castellón/Castelló,F. Construcción,2021,758.542,12
475,Castellón/Castelló,F. Construcción,2020,749.752,12
476,Castellón/Castelló,F. Construcción,2019,889.592,12
477,Castellón/Castelló,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.930.316,12
478,Castellón/Castelló,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2.492.836,12
479,Castellón/Castelló,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3.183.379,12
480,Castellón/Castelló,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2.748.923,12
481,Castellón/Castelló,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.600.229,12
482,Castellón/Castelló,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.651.625,12
483,Castellón/Castelló,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2.508.262,12
484,Castellón/Castelló,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2.431.729,12
485,Castellón/Castelló,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2.566.816,12
486,Castellón/Castelló,Valor añadido bruto total,2021,14.608.854,12
487,Castellón/Castelló,Valor añadido bruto total,2020,12.981.657,12
488,Castellón/Castelló,Valor añadido bruto total,2019,14.586.073,12
489,Castellón/Castelló,Impuestos netos sobre los productos,2021,1.538.189,12
490,Castellón/Castelló,Impuestos netos sobre los productos,2020,1.244.964,12
491,Castellón/Castelló,Impuestos netos sobre los productos,2019,1.496.468,12
492,Castellón/Castelló,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,16.147.043,12
493,Castellón/Castelló,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,14.226.621,12
494,Castellón/Castelló,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,16.082.541,12
495,Ciudad Real,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10.832.838,13
496,Ciudad Real,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,9.995.769,13
497,Ciudad Real,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,10.769.403,13
498,Ciudad Real,"A. Agricultura, ganadería, silvicultura y pesca",2021,962.771,13
499,Ciudad Real,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.067.394,13
500,Ciudad Real,"A. Agricultura, ganadería, silvicultura y pesca",2019,868.740,13
501,Ciudad Real,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.830.190,13
502,Ciudad Real,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.425.229,13
503,Ciudad Real,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.844.805,13
504,Ciudad Real,C. - De las cuales: Industria manufacturera,2021,1.547.223,13
505,Ciudad Real,C. - De las cuales: Industria manufacturera,2020,1.184.306,13
506,Ciudad Real,C. - De las cuales: Industria manufacturera,2019,1.589.514,13
507,Ciudad Real,F. Construcción,2021,660.968,13
508,Ciudad Real,F. Construcción,2020,635.088,13
509,Ciudad Real,F. Construcción,2019,697.770,13
510,Ciudad Real,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.003.563,13
511,Ciudad Real,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.764.264,13
512,Ciudad Real,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2.097.107,13
513,Ciudad Real,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1.715.384,13
514,Ciudad Real,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1.655.507,13
515,Ciudad Real,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1.669.390,13
516,Ciudad Real,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2.628.011,13
517,Ciudad Real,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2.573.562,13
518,Ciudad Real,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2.589.507,13
519,Ciudad Real,Valor añadido bruto total,2021,9.800.887,13
520,Ciudad Real,Valor añadido bruto total,2020,9.121.044,13
521,Ciudad Real,Valor añadido bruto total,2019,9.767.319,13
522,Ciudad Real,Impuestos netos sobre los productos,2021,1.031.951,13
523,Ciudad Real,Impuestos netos sobre los productos,2020,874.725,13
524,Ciudad Real,Impuestos netos sobre los productos,2019,1.002.084,13
525,Ciudad Real,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10.832.838,13
526,Ciudad Real,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,9.995.769,13
527,Ciudad Real,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,10.769.403,13
528,Córdoba,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14.616.131,14
529,Córdoba,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13.007.297,14
530,Córdoba,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14.121.822,14
531,Córdoba,"A. Agricultura, ganadería, silvicultura y pesca",2021,1.495.086,14
532,Córdoba,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.135.706,14
533,Córdoba,"A. Agricultura, ganadería, silvicultura y pesca",2019,851.623,14
534,Córdoba,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.519.904,14
535,Córdoba,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.269.133,14
536,Córdoba,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.391.994,14
537,Córdoba,C. - De las cuales: Industria manufacturera,2021,1.230.162,14
538,Córdoba,C. - De las cuales: Industria manufacturera,2020,1.011.867,14
539,Córdoba,C. - De las cuales: Industria manufacturera,2019,1.051.099,14
540,Córdoba,F. Construcción,2021,780.631,14
541,Córdoba,F. Construcción,2020,689.441,14
542,Córdoba,F. Construcción,2019,789.781,14
543,Córdoba,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.674.401,14
544,Córdoba,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2.262.007,14
545,Córdoba,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3.046.711,14
546,Córdoba,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2.786.778,14
547,Córdoba,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.665.513,14
548,Córdoba,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.738.673,14
549,Córdoba,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.966.979,14
550,Córdoba,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3.847.235,14
551,Córdoba,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.989.016,14
552,Córdoba,Valor añadido bruto total,2021,13.223.779,14
553,Córdoba,Valor añadido bruto total,2020,11.869.035,14
554,Córdoba,Valor añadido bruto total,2019,12.807.798,14
555,Córdoba,Impuestos netos sobre los productos,2021,1.392.352,14
556,Córdoba,Impuestos netos sobre los productos,2020,1.138.262,14
557,Córdoba,Impuestos netos sobre los productos,2019,1.314.024,14
558,Córdoba,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14.616.131,14
559,Córdoba,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13.007.297,14
560,Córdoba,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14.121.822,14
561,"Coruña, A",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,27.347.965,15
562,"Coruña, A",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,25.361.458,15
563,"Coruña, A",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,27.718.066,15
564,"Coruña, A","A. Agricultura, ganadería, silvicultura y pesca",2021,971.640,15
565,"Coruña, A","A. Agricultura, ganadería, silvicultura y pesca",2020,908.992,15
566,"Coruña, A","A. Agricultura, ganadería, silvicultura y pesca",2019,963.008,15
567,"Coruña, A","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,3.953.030,15
568,"Coruña, A","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,3.628.728,15
569,"Coruña, A","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,4.181.304,15
570,"Coruña, A",C. - De las cuales: Industria manufacturera,2021,2.597.552,15
571,"Coruña, A",C. - De las cuales: Industria manufacturera,2020,2.355.242,15
572,"Coruña, A",C. - De las cuales: Industria manufacturera,2019,2.912.326,15
573,"Coruña, A",F. Construcción,2021,1.762.785,15
574,"Coruña, A",F. Construcción,2020,1.716.942,15
575,"Coruña, A",F. Construcción,2019,1.887.684,15
576,"Coruña, A","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,6.169.564,15
577,"Coruña, A","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,5.397.387,15
578,"Coruña, A","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,6.485.156,15
579,"Coruña, A","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5.622.858,15
580,"Coruña, A","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5.371.364,15
581,"Coruña, A","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5.434.532,15
582,"Coruña, A","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6.262.883,15
583,"Coruña, A","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6.118.677,15
584,"Coruña, A","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6.187.238,15
585,"Coruña, A",Valor añadido bruto total,2021,24.742.760,15
586,"Coruña, A",Valor añadido bruto total,2020,23.142.090,15
587,"Coruña, A",Valor añadido bruto total,2019,25.138.922,15
588,"Coruña, A",Impuestos netos sobre los productos,2021,2.605.205,15
589,"Coruña, A",Impuestos netos sobre los productos,2020,2.219.368,15
590,"Coruña, A",Impuestos netos sobre los productos,2019,2.579.144,15
591,"Coruña, A",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,27.347.965,15
592,"Coruña, A",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,25.361.458,15
593,"Coruña, A",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,27.718.066,15
594,Cuenca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,4.594.001,16
595,Cuenca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,4.195.214,16
596,Cuenca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,4.515.520,16
597,Cuenca,"A. Agricultura, ganadería, silvicultura y pesca",2021,757.799,16
598,Cuenca,"A. Agricultura, ganadería, silvicultura y pesca",2020,695.451,16
599,Cuenca,"A. Agricultura, ganadería, silvicultura y pesca",2019,695.787,16
600,Cuenca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,513.832,16
601,Cuenca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,433.609,16
602,Cuenca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,471.007,16
603,Cuenca,C. - De las cuales: Industria manufacturera,2021,288.247,16
604,Cuenca,C. - De las cuales: Industria manufacturera,2020,254.710,16
605,Cuenca,C. - De las cuales: Industria manufacturera,2019,272.495,16
606,Cuenca,F. Construcción,2021,273.704,16
607,Cuenca,F. Construcción,2020,252.164,16
608,Cuenca,F. Construcción,2019,276.267,16
609,Cuenca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,987.352,16
610,Cuenca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,898.560,16
611,Cuenca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1.063.817,16
612,Cuenca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,671.677,16
613,Cuenca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,645.053,16
614,Cuenca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,655.596,16
615,Cuenca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,952.006,16
616,Cuenca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,903.256,16
617,Cuenca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,932.880,16
618,Cuenca,Valor añadido bruto total,2021,4.156.370,16
619,Cuenca,Valor añadido bruto total,2020,3.828.093,16
620,Cuenca,Valor añadido bruto total,2019,4.095.354,16
621,Cuenca,Impuestos netos sobre los productos,2021,437.631,16
622,Cuenca,Impuestos netos sobre los productos,2020,367.121,16
623,Cuenca,Impuestos netos sobre los productos,2019,420.166,16
624,Cuenca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,4.594.001,16
625,Cuenca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,4.195.214,16
626,Cuenca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,4.515.520,16
627,Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,23.839.000,20
628,Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21.835.162,20
629,Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.493.773,20
630,Gipuzkoa,"A. Agricultura, ganadería, silvicultura y pesca",2021,91.933,20
631,Gipuzkoa,"A. Agricultura, ganadería, silvicultura y pesca",2020,96.251,20
632,Gipuzkoa,"A. Agricultura, ganadería, silvicultura y pesca",2019,119.345,20
633,Gipuzkoa,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.921.660,20
634,Gipuzkoa,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5.176.787,20
635,Gipuzkoa,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.707.550,20
636,Gipuzkoa,C. - De las cuales: Industria manufacturera,2021,5.534.807,20
637,Gipuzkoa,C. - De las cuales: Industria manufacturera,2020,4.897.711,20
638,Gipuzkoa,C. - De las cuales: Industria manufacturera,2019,5.470.374,20
639,Gipuzkoa,F. Construcción,2021,1.186.543,20
640,Gipuzkoa,F. Construcción,2020,1.160.660,20
641,Gipuzkoa,F. Construcción,2019,1.497.326,20
642,Gipuzkoa,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4.963.137,20
643,Gipuzkoa,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.277.263,20
644,Gipuzkoa,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,5.254.022,20
645,Gipuzkoa,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4.743.611,20
646,Gipuzkoa,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4.586.643,20
